GHGRP ID,Landfill ID,Landfill Name,State,City,County,Ownership Type,Landfill Owner Organization(s),Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Finish Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,LFG Use Details,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),End User(s),Project Developer(s),Project Owner(s),Product Supplier(s),Self-Developed,Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided,Latitude,Longitude
1005281.0,1332,Bi-County LF,TN,Woodlawn,Montgomery,Public,"Bi-County Solid Waste Management Systems, TN",6451356.0,2021.0,Yes,1.116,0.292,1408-1,Operational,"Project #1, Expansion #1",2013-12-06,2023-08-06,Electricity,Reciprocating Engine,,(1) 1.953-MW CAT G3520A+ engine with gear-box to increase output & efficiency,0.86,1.953,,Tennessee Valley Authority (TVA),"Bi-County Gas Producers, LLC","ENERGYneering Solutions, Inc (ESI)","Caterpillar, Inc.",No,0.04352,0.00446,36.5387,-87.5448
1000477.0,2141,Billings City Landfill,MT,Billings,Yellowstone,Public,"City of Billings, MT",8501104.0,2021.0,Yes,0.863,,180208-0,Operational,Project #1,2010-12-07,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Guild PSA Stage #1 system for H2O, H2S, siloxanes, non-CH4 hydrocarbons, organic halides & CO2; Molecular Gate PSA Stage #2 system for N2; RNG also fuels 14 CNG sanitation trucks; tail gas is 46% CH4 and used in a genset to provide power to the facility",,,0.895,Montana-Dakota Utilities Co.,"LFG Technologies, Inc.; Montana-Dakota Utilities Co.",,"Guild Associates, Inc.",No,0.08775,0.00706,45.7254,-108.545
1011449.0,72,BKK Landfill-Phases I & II,CA,West Covina,Los Angeles,Private,BKK Corporation,49245368.0,1996.0,Yes,11.163,0.546,128-0,Operational,Project #2,1992-01-01,2023-08-06,Electricity,Steam Turbine,,,6.0,6.8,,Anaheim Public Utilities,,Fortistar Methane Group,,No,0.30361,0.03109,34.0353,-117.913
1011449.0,72,BKK Landfill-Phases I & II,CA,West Covina,Los Angeles,Private,BKK Corporation,49245368.0,1996.0,Yes,11.163,0.546,180224-1,Operational,"Project #1, Replacement",1997-01-01,2023-08-06,Electricity,Gas Turbine,,Solar Taurus 60,4.9,4.9,,Pasadena Water and Power,,Fortistar Methane Group,Solar Turbines Incorporated,No,0.24795,0.02539,34.0353,-117.913
1005518.0,827,Black Oak Landfill,MO,Hartville,Wright,Private,GFL Environmental USA Inc.,7640213.0,2021.0,Yes,1.364,,897-0,Operational,Project #1,2014-10-31,2023-08-06,Electricity,Reciprocating Engine,,(2) CAT 3520A+ engines,1.81,3.9,1.02,Missouri Public Utility Alliance,"Enerdyne Power Systems, Inc.; WCA Waste Corporation",,"Caterpillar, Inc.",No,0.09159,0.00938,37.2398,-92.4585
1001639.0,532,Blackfoot Landfill,IN,Winslow,Pike,Private,WM,12100753.0,2021.0,Yes,0.925,0.195,599-0,Operational,Project #1,2009-01-01,2023-08-06,Electricity,Reciprocating Engine,,(2) Caterpillar G3520s,1.43,3.2,0.73,CenterPoint Energy,"Energy Systems Group, LLC",CenterPoint Energy,"Caterpillar, Inc.",No,0.07236,0.00741,38.33,-87.15
1003773.0,1270,Blue Ridge Landfill,PA,Chambersburg,Franklin,Private,"Waste Connections, Inc.",14241650.0,2021.0,Yes,2.621,0.0002,1345-0,Operational,Project #1,2013-01-01,2023-08-06,Electricity,Reciprocating Engine,,(4) CAT 3520 engines provide 15% of borough's electric needs; 4 miles of transmission to borough substation,5.52,6.4,2.9,"Borough of Chambersburg Electric Department, PA",PPL Corporation,Energy Power Partners,"Caterpillar, Inc.",No,0.27932,0.0286,39.97204,-77.55683
1005891.0,1812,Blue Ridge LF,TX,Fresno,Fort Bend,Private,"Republic Services, Inc.",25893952.0,2021.0,Yes,12.619,1.619,201010-0,Operational,Project #3,2018-11-30,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG; gas is transported and sold into adjoining natural gas pipeline; 13,000 scfm LFG inlet capacity",,,11.0,"Anew Climate, LLC; L'Oreal USA",Morrow Energy,Morrow Energy,,No,1.07852,0.08679,29.5559,-95.4419
1004082.0,674,Blue Ridge RDF,KY,Irvine,Estill,Private,WM,4537033.0,2021.0,Yes,0.622,0.232,744-0,Operational,Project #1,2013-11-01,2023-08-06,Electricity,Reciprocating Engine,,"(2) Caterpillar 3516 engines, running at 50-75% capacity at start-up",0.74,1.6,0.39,Jackson Energy Cooperative,"North American Natural Resources, Inc. (NANR)",,"Caterpillar, Inc.; Fluid Components International (FCI); Houston Service Industries",No,0.03745,0.00383,37.7269,-83.9855
1002158.0,1754,Bluff Road Landfill,NE,Lincoln,Lancaster,Public,"City of Lincoln, NE",9546388.0,2021.0,Yes,4.331,2.731,6433-0,Operational,Project #1,2013-10-14,2023-08-06,Electricity,Reciprocating Engine,,"~1 mile pipe delivers LFG to (3) large generators at LES' Terry Bundy Generating Station; 300,000 MMBtu/yr of LFG",3.6,4.8,1.6,Lincoln Electric System,,,,Unknown,0.18217,0.01865,40.9146,-96.6379
1007094.0,11460,Boyd County Sanitary Landfill,KY,Ashland,Boyd,Private,Rumpke,11204744.0,2021.0,Yes,2.741,1.67,181005-0,Operational,Project #1,2021-05-13,2023-08-06,Renewable Natural Gas,Other,Pipeline Injection,"LFG injected into interstate natural gas transmission system 1.5 miles away; capacity is for 2,300 MMBtu/day of RNG",,,1.07,,"Big Run Power Producers, LLC","Archaea Energy, LLC",DMT Clear Gas Solutions LLC,No,0.10491,0.00925,38.3718,-82.747
1007976.0,1273,Bradford County Landfill,PA,Troy,Bradford,Public,"Northern Tier Solid Waste Authority (NTSWA), PA",3652939.0,2021.0,Yes,0.586,0.0,1348-2,Operational,"Project #1, Expansion #2",2009-01-06,2023-08-06,Electricity,Reciprocating Engine,,"(1) CAT 3520 provided electricity to leachate treatment facility & greenhouse, rest is sold; engine jacket water cooling system heat provided heat to 14,400 ft2 greenhouse, 9,600 ft2 truck garage, and leachate facility",1.27,1.6,0.69,PenElec,"Northern Tier Solid Waste Authority (NTSWA), PA; PPL Corporation",Energy Power Partners,"Caterpillar, Inc.",Yes,0.06426,0.00658,41.777,-76.63
1007976.0,1273,Bradford County Landfill,PA,Troy,Bradford,Public,"Northern Tier Solid Waste Authority (NTSWA), PA",3652939.0,2021.0,Yes,0.586,0.0,1348-3,Operational,"Project #1, Expansion #3 (CHP)",2012-02-01,2023-08-06,Electricity,Cogeneration,,"Tapped into exhaust system of existing CAT 3520; exhaust heat goes into 3.28 MMBtu heat exchanger; heated water is piped 1,600 ft to 2 adjoining County facilities for their hot water and heating needs",0.0,0.0,,"Bradford County, PA","Northern Tier Solid Waste Authority (NTSWA), PA",Energy Power Partners,"Caterpillar, Inc.",Yes,0.0,0.0,41.777,-76.63
1002489.0,1891,Brent Run Landfill,MI,Montrose,Genesee,Private,Waste Connections Inc. - Central Region,17594774.0,2021.0,Yes,2.96,0.12,166941-0,Operational,Project #1,1998-10-01,2023-08-06,Electricity,Reciprocating Engine,,(2) CAT 3516 engines,1.5,1.6,0.81,Michigan Public Power Agency (MPPA),Granger Energy,,"Caterpillar, Inc.",No,0.0759,0.00777,43.176846,-83.838258
1002489.0,1891,Brent Run Landfill,MI,Montrose,Genesee,Private,Waste Connections Inc. - Central Region,17594774.0,2021.0,Yes,2.96,0.12,166941-1,Operational,"Project #1, Expansion #1",2010-11-01,2023-08-06,Electricity,Reciprocating Engine,,(1) CAT G3512,0.57,0.6,0.45,Michigan Public Power Agency (MPPA),Granger Energy,,"Caterpillar, Inc.",No,0.02884,0.00295,43.176846,-83.838258
1002489.0,1891,Brent Run Landfill,MI,Montrose,Genesee,Private,Waste Connections Inc. - Central Region,17594774.0,2021.0,Yes,2.96,0.12,166941-2,Operational,"Project #1, Expansion #2",2012-11-01,2023-08-06,Electricity,Reciprocating Engine,,(2) CAT G3520C engines,3.13,3.2,1.58,Michigan Public Power Agency (MPPA),Granger Energy,,"Caterpillar, Inc.",No,0.15838,0.01622,43.176846,-83.838258
1005023.0,380,Brevard County Central Disposal Facility,FL,Cocoa,Brevard,Public,"Brevard County, FL",23294713.0,2021.0,Yes,1.874,0.004,444-0,Shutdown,Project #1,2008-05-01,2023-08-06,Electricity,Reciprocating Engine,,"(4) Caterpillar model G3520C 2,233 brake-horsepower engines",5.76,6.4,3.168,"Seminole Electric Cooperative, Inc.","Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.0,0.0,28.3971,-80.8296
1005023.0,380,Brevard County Central Disposal Facility,FL,Cocoa,Brevard,Public,"Brevard County, FL",23294713.0,2021.0,Yes,1.874,0.004,444-2,Operational,"Project #1, De-Expansion #1 & #2",2019-07-12,2023-08-06,Electricity,Reciprocating Engine,,"(4) Caterpillar model G3520C 2,233 brake-horsepower engines",4.4,6.4,1.87,"Seminole Electric Cooperative, Inc.","Aria Energy, LLC",Energy Power Partners,"Caterpillar, Inc.",No,0.22265,0.0228,28.3971,-80.8296
1006196.0,980,Brookhaven LF,NY,Yaphank,Suffolk,Public,"Town of Brookhaven, NY",8100000.0,,Yes,0.468,,1052-1,Operational,"Project #1, De-Expansion #1",2010-01-01,2023-08-06,Electricity,Reciprocating Engine,,,0.8,,0.432,Long Island Power Authority,Wehran Energy Corporation,,DEUTZ Power Systems GmbH & Co KG,No,0.04048,0.00414,40.795,-72.931
1002436.0,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY",8956144.0,2021.0,Yes,1.96,0.139,1068-2,Operational,"Project #1, Expansion #2",2008-01-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine/generator added [engine 4],0.62,0.8,0.4,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.03137,0.00321,42.2368,-75.98338
1002436.0,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY",8956144.0,2021.0,Yes,1.96,0.139,1068-3,Operational,"Project #1, Expansion #3",2010-01-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine added [engine 4B],0.62,0.8,0.4,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.03137,0.00321,42.2368,-75.98338
1002436.0,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY",8956144.0,2021.0,Yes,1.96,0.139,1068-4,Operational,"Project #1, Expansion #4",2012-01-01,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar 3516 engine added [engine 4C],0.62,0.8,0.4,New York State Electric & Gas Corporation (NYSEG),,,"Caterpillar, Inc.",Unknown,0.03137,0.00321,42.2368,-75.98338
1002436.0,996,Broome County Landfill,NY,Binghamton,Broome,Public,"Broome County, NY",8956144.0,2021.0,Yes,1.96,0.139,1068-5,Operational,"Project #1, Expansion #5",2013-01-01,2023-08-06,Electricity,Reciprocating Engine,,(2) Caterpillar 3516 engines added [engines 5 and 6],1.24,1.6,0.8,Consolidated Edison Company of New York (CECONY),,,"Caterpillar, Inc.",Unknown,0.06275,0.00642,42.2368,-75.98338
1002655.0,741,Brown Station Road Sanitary Landfill,MD,Upper Marlboro,Prince George's,Public,"Prince George's County, MD",19027722.0,2021.0,Yes,2.74,0.99,166975-1,Operational,"Project #2, Expansion #1",2003-12-01,2023-08-06,Electricity,Reciprocating Engine,,"LFG fuels (4) 1,050-kW Waukesha engines located at the landfill",3.5,4.2,1.75,"PJM Interconnection, LLC; Prince George's County, MD","Prince George's County, MD","Prince George's County, MD","Curtis Engine & Equipment, Inc.; General Electric - Distributed Power",Yes,0.17711,0.01813,38.851,-76.789
1007680.0,2333,Brunswick Waste Management Facility,VA,Lawrenceville,Brunswick,Private,"Republic Services, Inc.",15430080.0,2021.0,Yes,3.44,0.64,180429-0,Operational,Project #1,2007-12-06,2023-08-06,Electricity,Reciprocating Engine,,"Detroit Diesel engines, installing 11 MW capacity (8 MW total capacity now)",2.8,8.0,1.4,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.14168,0.01451,36.745,-77.8035
1007680.0,2333,Brunswick Waste Management Facility,VA,Lawrenceville,Brunswick,Private,"Republic Services, Inc.",15430080.0,2021.0,Yes,3.44,0.64,180429-1,Operational,"Project #1, Expansion #1",2014-01-01,2023-08-06,Electricity,Reciprocating Engine,,Detroit Diesel engines,2.78,0.0,1.4,"PJM Interconnection, LLC",INGENCO,"Archaea Energy, LLC",,No,0.14067,0.0144,36.745,-77.8035
1006221.0,83,Buena Vista Drive SLF,CA,Watsonville,Santa Cruz,Public,"Santa Cruz County, CA",4399866.0,2021.0,Yes,1.851,0.311,166996-0,Operational,Project #2,2006-02-02,2023-08-06,Electricity,Reciprocating Engine,,"(3) 1,060 kW spark-ignited, turbocharged, after-cooled GE Jenbacher engines total, expected minimum availability of 90%",3.18,3.18,1.54,"Alameda Municipal Power; City of Palo Alto, CA","Ameresco, Inc.",,GE Energy - Jenbacher Gas Engines,No,0.16091,0.01648,36.91738,-121.81142
1001775.0,2142,Buncombe County New Landfill,NC,Alexander,Buncombe,Public,"Buncombe County Department of Solid Waste, NC",3063724.0,2021.0,Yes,0.57,0.112,180210-0,Operational,Project #1,2011-11-21,2023-08-06,Electricity,Reciprocating Engine,,(1) GE Jenbacher engine,1.17,1.3,0.44,Duke Energy Progress,"Buncombe County Department of Solid Waste, NC","Buncombe County Department of Solid Waste, NC",GE Energy - Jenbacher Gas Engines,Yes,0.0592,0.00606,35.7272,-82.644
1007600.0,84,Burbank LF Site No. 3,CA,Burbank,Los Angeles,Public,"City of Burbank, CA",2000000.0,,Yes,0.543,,180858-0,Operational,Project #3,2005-04-01,2023-08-06,Electricity,Microturbine,,(10) 30 kW Capstone microturbines and (1) 250 kW Ingersoll-Rand microturbine,0.55,0.55,,Burbank Water & Power,Burbank Water & Power,,Capstone Turbine Corporation,No,0.02783,0.00285,34.21018,-118.31192
1006969.0,940,Burlington County SLF,NJ,Florence,Burlington,Public,Burlington County Board of Chosen Freeholders,10879415.0,2021.0,Yes,3.269,2.909,167008-1,Operational,"Project #2, Expansion #1",2008-01-01,2023-08-06,Electricity,Cogeneration,,(1) 250-kW microturbine,0.25,0.25,0.144,Rutgers EcoComplex,Burlington County; Rutgers University,,,Yes,0.01265,0.0013,40.076,-74.76
1006969.0,940,Burlington County SLF,NJ,Florence,Burlington,Public,Burlington County Board of Chosen Freeholders,10879415.0,2021.0,Yes,3.269,2.909,180439-0,Operational,Project #1,1996-01-01,2023-08-06,Direct,Greenhouse,,"LFG (instead of propane) fuels boiler to heat 46,000 sq. ft. greenhouse, LFG heats greenhouse, office, and lab space as well as aquaculture and agriculture systems",,,0.216,Rutgers EcoComplex,,,,Yes,0.02118,0.00187,40.076,-74.76
1000191.0,1745,Butler County Landfill Inc.,NE,David City,Butler,Private,Waste Connections Inc. - Central Region,8513554.0,2021.0,Yes,1.477,0.397,200976-0,Operational,Project #2,2019-07-26,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Designed to treat up to 1,000 scfm LFG, using pretreatment to remove moisture and PM, then DMT's Carborex Membrane system, for ~0.4 mmscfd high-Btu gas; for the vehicle fuel market",,,1.08,Black Hills Corporation; Constellation,"Aria Energy, LLC","Archaea Energy, LLC",AirScience; DMT Clear Gas Solutions LLC,No,0.10589,0.00852,41.2613,-97.0423
1003620.0,1900,C&C Landfill,MI,Marshall,Calhoun,Private,"Republic Services, Inc.",16641297.0,2021.0,Yes,2.753,0.241,166950-0,Operational,Project #1,1995-01-01,2023-08-06,Electricity,Reciprocating Engine,,(3) Waukesha VHP7100GL units,1.57,3.0,1.05,Consumers Energy,"Gas Recovery Systems, LLC",Fortistar Methane Group,General Electric - Distributed Power,No,0.07944,0.00813,42.36108,-85.0087
1003620.0,1900,C&C Landfill,MI,Marshall,Calhoun,Private,"Republic Services, Inc.",16641297.0,2021.0,Yes,2.753,0.241,166950-1,Operational,"Project #1, Expansion #1",2007-03-01,2023-08-06,Electricity,Gas Turbine,,(1) Solar Centaur turbine,1.95,2.7,1.78,Consumers Energy,"Gas Recovery Systems, LLC",Fortistar Methane Group,Solar Turbines Incorporated,No,0.09867,0.0101,42.36108,-85.0087
1004491.0,11761,C.M. Hinton Jr Regional Landfill,TX,Rowlett,Dallas,Public,"City of Garland, TX",8497395.0,2021.0,Yes,3.92,2.257,181043-0,Operational,Project #1,2021-08-11,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"Physical solvent process with patented enhancements and catalytic oxygen removal - removes CO2, H2O, H2S, siloxanes, and other impurities from LFG, RNG is transported and sold into adjoining natural gas pipeline and used for vehicle fuel",,,1.663,Atmos Pipeline-Texas; Clean Energy Renewables,"Morrow Renewables, LLC","Morrow Renewables, LLC",Houston Service Industries,No,0.16305,0.01312,32.959,-96.543
1003599.0,87,Calabasas SLF,CA,Agoura Hills,Los Angeles,Public,"Sanitation Districts of Los Angeles County, CA",28545543.0,2021.0,Yes,5.388,0.198,180901-1,Operational,"Project #2, De-Expansion #1",2015-01-01,2023-08-06,Electricity,Gas Turbine,,(2) Solar Mercury 50 turbines,3.96,9.2,5.39,"Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA","Sanitation Districts of Los Angeles County, CA",Solar Turbines Incorporated,Yes,0.20038,0.02052,34.14862,-118.70953
1007780.0,1480,Camelot Landfill,TX,Lewisville,Denton,Public,"City of Farmers Branch, TX",23433848.0,2021.0,Yes,3.354,1.774,1557-0,Operational,Project #1,2011-02-01,2023-08-06,Electricity,Reciprocating Engine,,(2) Caterpillar 3520s,2.8,3.2,1.58,CoServ Electric,"WM Renewable Energy, LLC",,"Caterpillar, Inc.; Houston Service Industries",No,0.14168,0.01451,33.029167,-96.951
1003362.0,10480,Camino Real Landfill,NM,Sunland Park,Dona Ana,Private,Waste Connections Inc. - Central Region,15864637.0,2021.0,Yes,1.561,0.337,180900-0,Operational,Project #1,2008-03-01,2023-08-06,Electricity,Reciprocating Engine,,"Originally (1) Caterpillar engine operating, (1) in standby mode; standby engine began operating in 2018",1.99,3.2,1.21,El Paso Electric (TX),Four Peaks Energy,Four Peaks Energy,"Caterpillar, Inc.",No,0.1007,0.01031,31.79,-106.592
1004200.0,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ",6321290.0,2021.0,Yes,0.768,0.472,1012-0,Operational,Project #1,1998-01-01,2023-08-06,Direct,Boiler,,"1.25 mile underground pipeline conveys LFG to boilers, steam used for heating & hot water in the winter and to create coolant in the summer, displaces use of 1 mil gal No. 4 fuel oil annually",,,0.432,Woodbine Developmental Center,"Biogas Energy Solutions, LLC","Cape May County Municipal Utilities Authority, NJ",,No,0.04236,0.00373,39.2294,-74.7749
1004200.0,941,Cape May County MUA Secure Landfill,NJ,Woodbine,Cape May,Public,"Cape May County Municipal Utilities Authority, NJ",6321290.0,2021.0,Yes,0.768,0.472,180779-2,Operational,"Project #2, Expansion #2",2013-10-22,2023-08-06,Electricity,Reciprocating Engine,,"(2) 1065-kW electrical generators, heat exchangers are installed but not yet operational",0.54,2.13,0.296,"PJM Interconnection, LLC","Cape May County Municipal Utilities Authority, NJ","Cape May County Municipal Utilities Authority, NJ",,Yes,0.02732,0.0028,39.2294,-74.7749
1003102.0,1187,Carbon Limestone LF,OH,Lowellville,Mahoning,Private,"Republic Services, Inc.",39994008.0,2021.0,Yes,11.814,0.609330842,1261-0,Operational,Project #1,2001-12-13,2023-08-06,Electricity,Reciprocating Engine,,(11) 1400 bkW (14.0 million Btu/hr) Deutz TBG 620 V16K internal combustion engines operating initially (14 installed),9.6,15.4,,"American Municipal Power, Inc.",EDL Energy,,DEUTZ Power Systems GmbH & Co KG,No,0.48577,0.04974,41.00163,-80.519
1003102.0,1187,Carbon Limestone LF,OH,Lowellville,Mahoning,Private,"Republic Services, Inc.",39994008.0,2021.0,Yes,11.814,0.609330842,1261-1,Operational,"Project #1, Expansion #1",2004-01-01,2023-08-06,Electricity,Reciprocating Engine,,(3) remaining originally installed 1400 bkW (14.0 million Btu/hr) Deutz TBG 620 V16K internal combustion engines,2.6,4.2,,"American Municipal Power, Inc.",EDL Energy,,DEUTZ Power Systems GmbH & Co KG,No,0.13156,0.01347,41.00163,-80.519
1003102.0,1187,Carbon Limestone LF,OH,Lowellville,Mahoning,Private,"Republic Services, Inc.",39994008.0,2021.0,Yes,11.814,0.609330842,1261-2,Operational,"Project #1, Expansion #2",2011-03-01,2023-08-06,Electricity,Reciprocating Engine,,(2) 1400 bkW (14.0 MMBtu/hr) Duetz TBG 620 V16K engines,1.75,2.8,,"American Municipal Power, Inc.",EDL Energy,,DEUTZ Power Systems GmbH & Co KG,No,0.08855,0.00907,41.00163,-80.519
1003102.0,1187,Carbon Limestone LF,OH,Lowellville,Mahoning,Private,"Republic Services, Inc.",39994008.0,2021.0,Yes,11.814,0.609330842,1261-3,Operational,"Project #1, Expansion #3",2012-01-01,2023-08-06,Electricity,Reciprocating Engine,,"(2) CAT G3520C (2,233 hp) engines",2.0,3.2,,"American Municipal Power, Inc.",EDL Energy,,"Caterpillar, Inc.",No,0.1012,0.01036,41.00163,-80.519
1007521.0,1892,Carleton Farms Landfill,MI,New Boston,Wayne,Private,"Republic Services, Inc.",54012397.0,2021.0,Yes,7.372,1.752,166942-0,Operational,Project #1,1998-07-01,2023-08-06,Electricity,Reciprocating Engine,,"5 Caterpillar 3516 engine generator sets originally in July 1998 (4.0 MW), then added 3 more gensets in August 1999 (2.4 MW), 2 more in 2003 (1.6 MW), and 4 more in 2005 (3.2 MW)",3.07,4.0,2.01,DTE Energy,"Aria Energy, LLC; Sumpter Energy Associates",Energy Power Partners; Sumpter Energy Associates,"Caterpillar, Inc.",No,0.15535,0.01591,42.09394,-83.42973
1007521.0,1892,Carleton Farms Landfill,MI,New Boston,Wayne,Private,"Republic Services, Inc.",54012397.0,2021.0,Yes,7.372,1.752,166942-1,Operational,"Project #1, Expansion #1",1999-08-01,2023-08-06,Electricity,Reciprocating Engine,,"5 Caterpillar 3516 engine generator sets originally in July 1998 (4.0 MW), then added 3 more gensets in August 1999 (2.4 MW), 2 more in 2003 (1.6 MW), and 4 more in 2005 (3.2 MW)",1.84,2.4,1.2,DTE Energy,"Aria Energy, LLC; Sumpter Energy Associates",Energy Power Partners; Sumpter Energy Associates,"Caterpillar, Inc.",No,0.09311,0.00953,42.09394,-83.42973
1007521.0,1892,Carleton Farms Landfill,MI,New Boston,Wayne,Private,"Republic Services, Inc.",54012397.0,2021.0,Yes,7.372,1.752,166942-2,Operational,"Project #1, Expansion #2",2003-01-01,2023-08-06,Electricity,Reciprocating Engine,,"5 Caterpillar 3516 engine generator sets originally in July 1998 (4.0 MW), then added 3 more gensets in August 1999 (2.4 MW), 2 more in 2003 (1.6 MW), and 4 more in 2005 (3.2 MW)",1.23,1.6,0.8,DTE Energy,"Aria Energy, LLC; Sumpter Energy Associates",Energy Power Partners; Sumpter Energy Associates,"Caterpillar, Inc.",No,0.06224,0.00637,42.09394,-83.42973
1007521.0,1892,Carleton Farms Landfill,MI,New Boston,Wayne,Private,"Republic Services, Inc.",54012397.0,2021.0,Yes,7.372,1.752,166942-3,Operational,"Project #1, Expansion #3",2005-01-01,2023-08-06,Electricity,Reciprocating Engine,,"5 Caterpillar 3516 engine generator sets originally in July 1998 (4.0 MW), then added 3 more gensets in August 1999 (2.4 MW), 2 more in 2003 (1.6 MW), and 4 more in 2005 (3.2 MW)",2.46,3.2,1.61,DTE Energy,"Aria Energy, LLC; Sumpter Energy Associates",Energy Power Partners; Sumpter Energy Associates,"Caterpillar, Inc.",No,0.12448,0.01275,42.09394,-83.42973
1002649.0,1452,Carter Valley Landfill,TN,Church Hill,Hawkins,Private,"Republic Services, Inc.",8928687.0,2021.0,Yes,1.859,1.695,1528-1,Operational,"Project #1, Re-Start",2019-05-07,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"will produce enough RNG to fuel 80 class 8 trucks daily, displacing nearly 1.5 million gallons of diesel annually",,,1.728,East Tennessee Natural Gas Company; General Gas Pipeline,Tennessee Renewable Group LLC,Tennessee Renewable Group LLC,,No,0.16943,0.01363,36.5417,-82.7917
1002649.0,1452,Carter Valley Landfill,TN,Church Hill,Hawkins,Private,"Republic Services, Inc.",8928687.0,2021.0,Yes,1.859,1.695,200975-1,Operational,"Project #2, De-Expansion #1",2019-09-30,2023-08-06,Electricity,Reciprocating Engine,,(1) Caterpillar genset,0.5,0.99,0.432,"Holston Electric Cooperative, Inc.; Tennessee Valley Authority (TVA)",Tennessee Renewable Group LLC,Tennessee Renewable Group LLC,"Caterpillar, Inc.",No,0.0253,0.00259,36.5417,-82.7917
1007502.0,2419,Catoosa County MSW LF,GA,Ringgold,Catoosa,Public,"Catoosa County, GA",1401974.0,2004.0,Yes,0.291,,180787-0,Operational,Project #1,2011-12-05,2023-08-06,Electricity,Reciprocating Engine,,GE Jenbacher 12-cylinder (V-12) engine,0.36,0.633,,Tennessee Valley Authority (TVA),,,GE Energy - Jenbacher Gas Engines,Unknown,0.01822,0.00187,34.8849,-85.1725
,522,CDT LF,IL,Rockdale,Will,Private,CDT Landfill Corporation,1596000.0,2000.0,Yes,0.5,,587-0,Operational,Project #1,1997-01-01,2023-08-06,Electricity,Reciprocating Engine,,,1.6,,,Commonwealth Edison Company (ComEd),KMS Power Income Trust Fund,,,No,0.08096,0.00829,41.500371,-88.144914
1001633.0,23,Cedar Hill Landfill,AL,Ragland,St. Clair,Private,WM,5398965.0,2021.0,Yes,0.856,0.276,78-0,Operational,Project #1,2020-01-01,2023-08-06,Direct,Leachate Evaporation,,,,,0.58,WM,Advanced Disposal Services; WM,WM,Fluid Components International (FCI),Yes,0.05687,0.00501,33.68345,-86.25272
1007822.0,1606,Cedar Hills Regional LF,WA,Maple Valley,King,Public,"King County Solid Waste Division, WA",43806272.0,2021.0,Yes,10.675,1.141,1685-0,Operational,Project #1,2010-10-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,"membrane technology cleans LFG to pipeline quality, some waste gas from the process generates 4-5 MW of electricity via (18) 300-kW Detroit Diesel engines, the electricity powers the treatment system, ~4,500 cfm of high Btu gas is created",,,10.6,Puget Sound Energy,"Bio Energy Washington, LLC (BEW)","Bio Energy Washington, LLC (BEW)","Guild Associates, Inc.",No,1.0393,0.08364,47.442,-122.06
1007822.0,1606,Cedar Hills Regional LF,WA,Maple Valley,King,Public,"King County Solid Waste Division, WA",43806272.0,2021.0,Yes,10.675,1.141,1685-1,Operational,"Project #1, Expansion #1",2013-01-01,2023-08-06,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,12 mmscfd LFG processed by BEW plant in 2013,,,1.63,Puget Sound Energy,"Bio Energy Washington, LLC (BEW)","Bio Energy Washington, LLC (BEW)","Guild Associates, Inc.",No,0.15982,0.01286,47.442,-122.06
